Runner,Game, Category,Run name,Run link
Squillakilla,Dark Souls All Bosses No Damage (World’s First),https://www.youtube.com/watch?v=424nURd8lzw
Gimme_Dopamine,Dark Souls II Any % No Hit,https://youtu.be/yRoDtyZW6FA
davidtankre,Dark Souls III Any% No Hit,https://youtu.be/NseZz5v9lT0
davidtankre,Dark Souls III Any% No Hit – SL1,https://youtu.be/Np2sdK5V5R0
davidtankre,Dark Souls III All Main Game Bosses No Hit – SL1 (World’s First),https://youtu.be/W9hCKGk9YJQ
Squillakilla,Dark Souls Any % No Hit – SL1,https://www.twitch.tv/videos/241837109?filter=highlights&sort=time
Squillakilla,Dark Souls All Bosses No Hit (World’s First),https://www.youtube.com/watch?v=yP4appeRA-4&list=PLTXafoP8EKTr9ZIZLWNKAIEaKg7DNYdZQ&index=5&t=0s
Squillakilla,Dark Souls All Bosses No Hit – SL1,https://www.youtube.com/watch?v=MMdr8cUjzjs
Squillakilla,Dark Souls All Bosses No Damage (World’s First),https://www.youtube.com/watch?v=424nURd8lzw
Gimme_Dopamine,Dark Souls II Any % No Hit,https://youtu.be/yRoDtyZW6FA
Squillakilla,Dark Souls Any % No Hit – SL1,https://www.twitch.tv/videos/241837109?filter=highlights&sort=time
Squillakilla,Dark Souls All Bosses No Hit (World’s First),https://www.youtube.com/watch?v=yP4appeRA-4&list=PLTXafoP8EKTr9ZIZLWNKAIEaKg7DNYdZQ&index=5&t=0s
Squillakilla,Dark Souls All Bosses No Hit – SL1,https://www.youtube.com/watch?v=MMdr8cUjzjs
Squillakilla,Dark Souls All Bosses No Damage (World’s First),https://www.youtube.com/watch?v=424nURd8lzw
Gimme_Dopamine,Dark Souls II Any % No Hit,https://youtu.be/yRoDtyZW6FA
